chr	start	end	name
chr6	26188991	26189159	RUNX1ChIP_MCF10AOEq0.05_peak_10839
chr6	26296112	26296185	RUNX1ChIP_MCF10AOEq0.05_peak_10840
chr6	26327637	26327761	RUNX1ChIP_MCF10AOEq0.05_peak_10841
chr6	26328102	26328195	RUNX1ChIP_MCF10AOEq0.05_peak_10842
chr6	26330328	26330429	RUNX1ChIP_MCF10AOEq0.05_peak_10843
chr6	26393556	26393744	RUNX1ChIP_MCF10AOEq0.05_peak_10844
chr6	26521229	26521309	RUNX1ChIP_MCF10AOEq0.05_peak_10845
chr6	26532841	26533027	RUNX1ChIP_MCF10AOEq0.05_peak_10846
chr6	26568857	26568951	RUNX1ChIP_MCF10AOEq0.05_peak_10847
chr6	27133003	27133118	RUNX1ChIP_MCF10AOEq0.05_peak_10848
chr6	27230471	27230640	RUNX1ChIP_MCF10AOEq0.05_peak_10849
chr6	27251888	27252070	RUNX1ChIP_MCF10AOEq0.05_peak_10850
chr6	27288121	27288232	RUNX1ChIP_MCF10AOEq0.05_peak_10851
chr6	27293886	27294007	RUNX1ChIP_MCF10AOEq0.05_peak_10852
chr6	27298008	27298081	RUNX1ChIP_MCF10AOEq0.05_peak_10853
chr6	27322095	27322169	RUNX1ChIP_MCF10AOEq0.05_peak_10854
chr6	27370424	27370583	RUNX1ChIP_MCF10AOEq0.05_peak_10855
chr6	27429020	27429251	RUNX1ChIP_MCF10AOEq0.05_peak_10856
chr6	27532940	27533077	RUNX1ChIP_MCF10AOEq0.05_peak_10857
chr6	27545685	27545850	RUNX1ChIP_MCF10AOEq0.05_peak_10858
chr6	27547781	27547879	RUNX1ChIP_MCF10AOEq0.05_peak_10859
chr6	27568213	27568286	RUNX1ChIP_MCF10AOEq0.05_peak_10860
chr6	27670727	27670800	RUNX1ChIP_MCF10AOEq0.05_peak_10861
chr6	27795842	27795982	RUNX1ChIP_MCF10AOEq0.05_peak_10862
chr6	28212856	28213121	RUNX1ChIP_MCF10AOEq0.05_peak_10863
chr6	28542990	28543184	RUNX1ChIP_MCF10AOEq0.05_peak_10864
chr6	28589383	28589497	RUNX1ChIP_MCF10AOEq0.05_peak_10865
chr6	28597349	28597429	RUNX1ChIP_MCF10AOEq0.05_peak_10866
chr6	28607116	28607214	RUNX1ChIP_MCF10AOEq0.05_peak_10867
chr6	28632428	28632671	RUNX1ChIP_MCF10AOEq0.05_peak_10868
chr6	28838375	28838481	RUNX1ChIP_MCF10AOEq0.05_peak_10869
chr6	28881332	28881468	RUNX1ChIP_MCF10AOEq0.05_peak_10870
chr6	28944581	28944750	RUNX1ChIP_MCF10AOEq0.05_peak_10871
chr6	28951023	28951111	RUNX1ChIP_MCF10AOEq0.05_peak_10872
chr6	28982144	28982341	RUNX1ChIP_MCF10AOEq0.05_peak_10873
chr6	29516286	29516400	RUNX1ChIP_MCF10AOEq0.05_peak_10874
chr6	29680001	29680214	RUNX1ChIP_MCF10AOEq0.05_peak_10875
chr6	29813812	29813971	RUNX1ChIP_MCF10AOEq0.05_peak_10876
chr6	30075246	30075344	RUNX1ChIP_MCF10AOEq0.05_peak_10877
chr6	30076026	30076298	RUNX1ChIP_MCF10AOEq0.05_peak_10878
chr6	30150229	30150540	RUNX1ChIP_MCF10AOEq0.05_peak_10879
chr6	30154848	30154921	RUNX1ChIP_MCF10AOEq0.05_peak_10880
chr6	30206297	30206384	RUNX1ChIP_MCF10AOEq0.05_peak_10881
chr6	30463533	30463947	RUNX1ChIP_MCF10AOEq0.05_peak_10882
chr6	30742898	30743086	RUNX1ChIP_MCF10AOEq0.05_peak_10883
chr6	30788106	30788224	RUNX1ChIP_MCF10AOEq0.05_peak_10884
chr6	30810911	30811082	RUNX1ChIP_MCF10AOEq0.05_peak_10885
chr6	30827110	30827200	RUNX1ChIP_MCF10AOEq0.05_peak_10886
chr6	30964014	30964415	RUNX1ChIP_MCF10AOEq0.05_peak_10887
chr6	30964704	30964963	RUNX1ChIP_MCF10AOEq0.05_peak_10888
chr6	30965038	30965708	RUNX1ChIP_MCF10AOEq0.05_peak_10889
chr6	31058095	31058322	RUNX1ChIP_MCF10AOEq0.05_peak_10890
chr6	31665027	31665124	RUNX1ChIP_MCF10AOEq0.05_peak_10891
chr6	31806020	31806182	RUNX1ChIP_MCF10AOEq0.05_peak_10892
chr6	31948510	31948932	RUNX1ChIP_MCF10AOEq0.05_peak_10893
chr6	32037700	32037795	RUNX1ChIP_MCF10AOEq0.05_peak_10894
chr6	32083083	32083182	RUNX1ChIP_MCF10AOEq0.05_peak_10895
chr6	32086662	32087019	RUNX1ChIP_MCF10AOEq0.05_peak_10896
chr6	32129995	32130078	RUNX1ChIP_MCF10AOEq0.05_peak_10897
chr6	32196160	32196330	RUNX1ChIP_MCF10AOEq0.05_peak_10898
chr6	32212159	32212446	RUNX1ChIP_MCF10AOEq0.05_peak_10899
chr6	32815135	32815450	RUNX1ChIP_MCF10AOEq0.05_peak_10900
chr6	33139806	33139879	RUNX1ChIP_MCF10AOEq0.05_peak_10901
chr6	33205658	33205904	RUNX1ChIP_MCF10AOEq0.05_peak_10902
chr6	33299327	33299462	RUNX1ChIP_MCF10AOEq0.05_peak_10903
chr6	33345320	33345448	RUNX1ChIP_MCF10AOEq0.05_peak_10904
chr6	33613449	33613619	RUNX1ChIP_MCF10AOEq0.05_peak_10905
chr6	33613821	33613958	RUNX1ChIP_MCF10AOEq0.05_peak_10906
chr6	33620785	33620864	RUNX1ChIP_MCF10AOEq0.05_peak_10907
chr6	33692171	33692302	RUNX1ChIP_MCF10AOEq0.05_peak_10908
chr6	33744260	33744533	RUNX1ChIP_MCF10AOEq0.05_peak_10909
chr6	33746174	33746353	RUNX1ChIP_MCF10AOEq0.05_peak_10910
chr6	33750666	33751425	RUNX1ChIP_MCF10AOEq0.05_peak_10911
chr6	33856658	33857058	RUNX1ChIP_MCF10AOEq0.05_peak_10912
chr6	33896600	33896768	RUNX1ChIP_MCF10AOEq0.05_peak_10913
chr6	34568363	34568505	RUNX1ChIP_MCF10AOEq0.05_peak_10914
chr6	34578613	34578686	RUNX1ChIP_MCF10AOEq0.05_peak_10915
chr6	34912774	34913015	RUNX1ChIP_MCF10AOEq0.05_peak_10916
chr6	35120046	35120158	RUNX1ChIP_MCF10AOEq0.05_peak_10917
chr6	35173127	35173486	RUNX1ChIP_MCF10AOEq0.05_peak_10918
chr6	35224911	35225040	RUNX1ChIP_MCF10AOEq0.05_peak_10919
chr6	35334702	35334822	RUNX1ChIP_MCF10AOEq0.05_peak_10920
chr6	35370478	35370662	RUNX1ChIP_MCF10AOEq0.05_peak_10921
chr6	35445863	35446238	RUNX1ChIP_MCF10AOEq0.05_peak_10922
chr6	35486339	35486422	RUNX1ChIP_MCF10AOEq0.05_peak_10923
chr6	35601919	35602141	RUNX1ChIP_MCF10AOEq0.05_peak_10924
chr6	35725850	35726022	RUNX1ChIP_MCF10AOEq0.05_peak_10925
chr6	35727902	35728083	RUNX1ChIP_MCF10AOEq0.05_peak_10926
chr6	35728161	35728335	RUNX1ChIP_MCF10AOEq0.05_peak_10927
chr6	35728677	35728784	RUNX1ChIP_MCF10AOEq0.05_peak_10928
chr6	36079751	36079829	RUNX1ChIP_MCF10AOEq0.05_peak_10929
chr6	36369609	36369804	RUNX1ChIP_MCF10AOEq0.05_peak_10930
chr6	36544366	36544520	RUNX1ChIP_MCF10AOEq0.05_peak_10931
chr6	36617154	36617420	RUNX1ChIP_MCF10AOEq0.05_peak_10932
chr6	36667153	36667307	RUNX1ChIP_MCF10AOEq0.05_peak_10933
chr6	36727754	36728001	RUNX1ChIP_MCF10AOEq0.05_peak_10934
chr6	36827554	36827652	RUNX1ChIP_MCF10AOEq0.05_peak_10935
chr6	36912798	36912946	RUNX1ChIP_MCF10AOEq0.05_peak_10936
chr6	36948079	36948204	RUNX1ChIP_MCF10AOEq0.05_peak_10937
chr6	37083662	37083868	RUNX1ChIP_MCF10AOEq0.05_peak_10938
chr6	37170329	37170587	RUNX1ChIP_MCF10AOEq0.05_peak_10939
chr6	37279791	37280255	RUNX1ChIP_MCF10AOEq0.05_peak_10940
chr6	37322791	37322879	RUNX1ChIP_MCF10AOEq0.05_peak_10941
chr6	37521082	37521201	RUNX1ChIP_MCF10AOEq0.05_peak_10942
chr6	37803003	37803099	RUNX1ChIP_MCF10AOEq0.05_peak_10943
chr6	37916226	37916433	RUNX1ChIP_MCF10AOEq0.05_peak_10944
chr6	37966008	37966157	RUNX1ChIP_MCF10AOEq0.05_peak_10945
chr6	38617856	38617954	RUNX1ChIP_MCF10AOEq0.05_peak_10946
chr6	38618025	38618120	RUNX1ChIP_MCF10AOEq0.05_peak_10947
chr6	38846995	38847071	RUNX1ChIP_MCF10AOEq0.05_peak_10948
chr6	39051537	39051627	RUNX1ChIP_MCF10AOEq0.05_peak_10949
chr6	39215587	39215777	RUNX1ChIP_MCF10AOEq0.05_peak_10950
chr6	39229703	39229776	RUNX1ChIP_MCF10AOEq0.05_peak_10951
chr6	39263782	39263866	RUNX1ChIP_MCF10AOEq0.05_peak_10952
chr6	39279584	39279751	RUNX1ChIP_MCF10AOEq0.05_peak_10953
chr6	39335919	39336032	RUNX1ChIP_MCF10AOEq0.05_peak_10954
chr6	39336235	39336451	RUNX1ChIP_MCF10AOEq0.05_peak_10955
chr6	39493227	39493380	RUNX1ChIP_MCF10AOEq0.05_peak_10956
chr6	39982853	39983014	RUNX1ChIP_MCF10AOEq0.05_peak_10957
chr6	40011978	40012051	RUNX1ChIP_MCF10AOEq0.05_peak_10958
chr6	40042309	40042545	RUNX1ChIP_MCF10AOEq0.05_peak_10959
chr6	40044240	40044668	RUNX1ChIP_MCF10AOEq0.05_peak_10960
chr6	40085034	40085131	RUNX1ChIP_MCF10AOEq0.05_peak_10961
chr6	40345823	40346108	RUNX1ChIP_MCF10AOEq0.05_peak_10962
chr6	40356321	40356504	RUNX1ChIP_MCF10AOEq0.05_peak_10963
chr6	40816678	40816976	RUNX1ChIP_MCF10AOEq0.05_peak_10964
chr6	40817469	40817653	RUNX1ChIP_MCF10AOEq0.05_peak_10965
chr6	40933679	40933778	RUNX1ChIP_MCF10AOEq0.05_peak_10966
chr6	41021984	41022220	RUNX1ChIP_MCF10AOEq0.05_peak_10967
chr6	41294212	41294353	RUNX1ChIP_MCF10AOEq0.05_peak_10968
chr6	41297524	41297612	RUNX1ChIP_MCF10AOEq0.05_peak_10969
chr6	41355965	41356182	RUNX1ChIP_MCF10AOEq0.05_peak_10970
chr6	41644339	41644472	RUNX1ChIP_MCF10AOEq0.05_peak_10971
chr6	41713201	41713673	RUNX1ChIP_MCF10AOEq0.05_peak_10972
chr6	41718853	41718961	RUNX1ChIP_MCF10AOEq0.05_peak_10973
chr6	41723588	41723895	RUNX1ChIP_MCF10AOEq0.05_peak_10974
chr6	41935141	41935225	RUNX1ChIP_MCF10AOEq0.05_peak_10975
chr6	41936259	41936526	RUNX1ChIP_MCF10AOEq0.05_peak_10976
chr6	41939458	41939682	RUNX1ChIP_MCF10AOEq0.05_peak_10977
chr6	42045835	42045929	RUNX1ChIP_MCF10AOEq0.05_peak_10978
chr6	42129250	42129323	RUNX1ChIP_MCF10AOEq0.05_peak_10979
chr6	42316149	42316226	RUNX1ChIP_MCF10AOEq0.05_peak_10980
chr6	42373657	42373915	RUNX1ChIP_MCF10AOEq0.05_peak_10981
chr6	42387448	42387545	RUNX1ChIP_MCF10AOEq0.05_peak_10982
chr6	42417752	42418105	RUNX1ChIP_MCF10AOEq0.05_peak_10983
chr6	42745484	42745562	RUNX1ChIP_MCF10AOEq0.05_peak_10984
chr6	43635793	43635873	RUNX1ChIP_MCF10AOEq0.05_peak_10985
chr6	43725003	43725463	RUNX1ChIP_MCF10AOEq0.05_peak_10986
chr6	43775021	43775152	RUNX1ChIP_MCF10AOEq0.05_peak_10987
chr6	43787693	43787785	RUNX1ChIP_MCF10AOEq0.05_peak_10988
chr6	43851129	43851430	RUNX1ChIP_MCF10AOEq0.05_peak_10989
chr6	43852440	43852676	RUNX1ChIP_MCF10AOEq0.05_peak_10990
chr6	43856215	43856372	RUNX1ChIP_MCF10AOEq0.05_peak_10991
chr6	43875189	43875442	RUNX1ChIP_MCF10AOEq0.05_peak_10992
chr6	43887333	43887801	RUNX1ChIP_MCF10AOEq0.05_peak_10993
chr6	43924252	43924601	RUNX1ChIP_MCF10AOEq0.05_peak_10994
chr6	43941180	43941259	RUNX1ChIP_MCF10AOEq0.05_peak_10995
chr6	43949197	43949453	RUNX1ChIP_MCF10AOEq0.05_peak_10996
chr6	43962683	43962790	RUNX1ChIP_MCF10AOEq0.05_peak_10997
chr6	44010909	44011188	RUNX1ChIP_MCF10AOEq0.05_peak_10998
chr6	44012193	44012481	RUNX1ChIP_MCF10AOEq0.05_peak_10999
chr6	44028765	44028986	RUNX1ChIP_MCF10AOEq0.05_peak_11000
chr6	44034442	44034831	RUNX1ChIP_MCF10AOEq0.05_peak_11001
chr6	44058656	44058901	RUNX1ChIP_MCF10AOEq0.05_peak_11002
chr6	44074514	44074591	RUNX1ChIP_MCF10AOEq0.05_peak_11003
chr6	44200622	44200774	RUNX1ChIP_MCF10AOEq0.05_peak_11004
chr6	44309254	44309502	RUNX1ChIP_MCF10AOEq0.05_peak_11005
chr6	44523021	44523292	RUNX1ChIP_MCF10AOEq0.05_peak_11006
chr6	44524644	44524734	RUNX1ChIP_MCF10AOEq0.05_peak_11007
chr6	44596267	44596440	RUNX1ChIP_MCF10AOEq0.05_peak_11008
chr6	45235760	45236018	RUNX1ChIP_MCF10AOEq0.05_peak_11009
chr6	45328144	45328229	RUNX1ChIP_MCF10AOEq0.05_peak_11010
chr6	45438875	45438976	RUNX1ChIP_MCF10AOEq0.05_peak_11011
chr6	45586760	45586945	RUNX1ChIP_MCF10AOEq0.05_peak_11012
chr6	45697762	45697874	RUNX1ChIP_MCF10AOEq0.05_peak_11013
chr6	45896918	45897215	RUNX1ChIP_MCF10AOEq0.05_peak_11014
chr6	45966908	45967124	RUNX1ChIP_MCF10AOEq0.05_peak_11015
chr6	46062208	46062444	RUNX1ChIP_MCF10AOEq0.05_peak_11016
chr6	46192140	46192235	RUNX1ChIP_MCF10AOEq0.05_peak_11017
chr6	46785821	46785943	RUNX1ChIP_MCF10AOEq0.05_peak_11018
chr6	46815296	46815500	RUNX1ChIP_MCF10AOEq0.05_peak_11019
chr6	46850833	46850961	RUNX1ChIP_MCF10AOEq0.05_peak_11020
chr6	46876230	46876470	RUNX1ChIP_MCF10AOEq0.05_peak_11021
chr6	46938690	46938848	RUNX1ChIP_MCF10AOEq0.05_peak_11022
chr6	46993978	46994078	RUNX1ChIP_MCF10AOEq0.05_peak_11023
chr6	46997397	46997485	RUNX1ChIP_MCF10AOEq0.05_peak_11024
chr6	47000873	47001055	RUNX1ChIP_MCF10AOEq0.05_peak_11025
chr6	47656058	47656307	RUNX1ChIP_MCF10AOEq0.05_peak_11026
chr6	48036341	48036502	RUNX1ChIP_MCF10AOEq0.05_peak_11027
chr6	48111133	48111282	RUNX1ChIP_MCF10AOEq0.05_peak_11028
chr6	48535524	48535872	RUNX1ChIP_MCF10AOEq0.05_peak_11029
chr6	49623576	49623744	RUNX1ChIP_MCF10AOEq0.05_peak_11030
chr6	49625204	49625401	RUNX1ChIP_MCF10AOEq0.05_peak_11031
chr6	50091833	50091934	RUNX1ChIP_MCF10AOEq0.05_peak_11032
chr6	51549106	51549192	RUNX1ChIP_MCF10AOEq0.05_peak_11033
chr6	52155989	52156622	RUNX1ChIP_MCF10AOEq0.05_peak_11034
chr6	52231467	52232102	RUNX1ChIP_MCF10AOEq0.05_peak_11035
chr6	52390551	52390634	RUNX1ChIP_MCF10AOEq0.05_peak_11036
chr6	52504347	52504425	RUNX1ChIP_MCF10AOEq0.05_peak_11037
chr6	52577398	52577471	RUNX1ChIP_MCF10AOEq0.05_peak_11038
chr6	52644305	52644580	RUNX1ChIP_MCF10AOEq0.05_peak_11039
chr6	52758057	52758138	RUNX1ChIP_MCF10AOEq0.05_peak_11040
chr6	52798233	52798326	RUNX1ChIP_MCF10AOEq0.05_peak_11041
chr6	52877257	52877435	RUNX1ChIP_MCF10AOEq0.05_peak_11042
chr6	52910321	52910446	RUNX1ChIP_MCF10AOEq0.05_peak_11043
chr6	52984325	52984498	RUNX1ChIP_MCF10AOEq0.05_peak_11044
chr6	53623639	53623915	RUNX1ChIP_MCF10AOEq0.05_peak_11045
chr6	53629079	53629204	RUNX1ChIP_MCF10AOEq0.05_peak_11046
chr6	54860926	54861033	RUNX1ChIP_MCF10AOEq0.05_peak_11047
chr6	56046636	56046900	RUNX1ChIP_MCF10AOEq0.05_peak_11048
chr6	56080309	56080382	RUNX1ChIP_MCF10AOEq0.05_peak_11049
chr6	56101190	56101315	RUNX1ChIP_MCF10AOEq0.05_peak_11050
chr6	56238450	56238665	RUNX1ChIP_MCF10AOEq0.05_peak_11051
chr6	56394201	56394513	RUNX1ChIP_MCF10AOEq0.05_peak_11052
chr6	56437489	56437701	RUNX1ChIP_MCF10AOEq0.05_peak_11053
chr6	56955880	56956139	RUNX1ChIP_MCF10AOEq0.05_peak_11054
chr6	56984503	56984655	RUNX1ChIP_MCF10AOEq0.05_peak_11055
chr6	63653090	63653345	RUNX1ChIP_MCF10AOEq0.05_peak_11056
chr6	65304264	65304604	RUNX1ChIP_MCF10AOEq0.05_peak_11057
chr6	65430352	65430465	RUNX1ChIP_MCF10AOEq0.05_peak_11058
chr6	66478926	66479017	RUNX1ChIP_MCF10AOEq0.05_peak_11059
chr6	66897660	66897953	RUNX1ChIP_MCF10AOEq0.05_peak_11060
chr6	66937294	66937484	RUNX1ChIP_MCF10AOEq0.05_peak_11061
chr6	66948256	66948364	RUNX1ChIP_MCF10AOEq0.05_peak_11062
chr6	66986200	66986341	RUNX1ChIP_MCF10AOEq0.05_peak_11063
chr6	66991448	66991618	RUNX1ChIP_MCF10AOEq0.05_peak_11064
chr6	69631656	69631880	RUNX1ChIP_MCF10AOEq0.05_peak_11065
chr6	69862176	69862314	RUNX1ChIP_MCF10AOEq0.05_peak_11066
chr6	69894652	69894914	RUNX1ChIP_MCF10AOEq0.05_peak_11067
chr6	70312168	70312482	RUNX1ChIP_MCF10AOEq0.05_peak_11068
chr6	70413442	70413695	RUNX1ChIP_MCF10AOEq0.05_peak_11069
chr6	71288129	71288309	RUNX1ChIP_MCF10AOEq0.05_peak_11070
chr6	71294244	71294453	RUNX1ChIP_MCF10AOEq0.05_peak_11071
chr6	71538782	71538939	RUNX1ChIP_MCF10AOEq0.05_peak_11072
chr6	72748964	72749048	RUNX1ChIP_MCF10AOEq0.05_peak_11073
chr6	72827113	72827488	RUNX1ChIP_MCF10AOEq0.05_peak_11074
chr6	73520997	73521237	RUNX1ChIP_MCF10AOEq0.05_peak_11075
chr6	73569023	73569226	RUNX1ChIP_MCF10AOEq0.05_peak_11076
chr6	73702624	73702814	RUNX1ChIP_MCF10AOEq0.05_peak_11077
chr6	73704326	73704475	RUNX1ChIP_MCF10AOEq0.05_peak_11078
chr6	73710578	73710700	RUNX1ChIP_MCF10AOEq0.05_peak_11079
chr6	73871058	73871169	RUNX1ChIP_MCF10AOEq0.05_peak_11080
chr6	74058742	74058856	RUNX1ChIP_MCF10AOEq0.05_peak_11081
chr6	74606853	74607034	RUNX1ChIP_MCF10AOEq0.05_peak_11082
chr6	75129341	75129425	RUNX1ChIP_MCF10AOEq0.05_peak_11083
chr6	76789666	76789759	RUNX1ChIP_MCF10AOEq0.05_peak_11084
chr6	76792391	76792646	RUNX1ChIP_MCF10AOEq0.05_peak_11085
chr6	79078480	79078630	RUNX1ChIP_MCF10AOEq0.05_peak_11086
chr6	79443205	79443348	RUNX1ChIP_MCF10AOEq0.05_peak_11087
chr6	79544427	79544644	RUNX1ChIP_MCF10AOEq0.05_peak_11088
chr6	79605132	79605209	RUNX1ChIP_MCF10AOEq0.05_peak_11089
chr6	79630907	79631226	RUNX1ChIP_MCF10AOEq0.05_peak_11090
chr6	79895806	79895984	RUNX1ChIP_MCF10AOEq0.05_peak_11091
chr6	80128593	80128688	RUNX1ChIP_MCF10AOEq0.05_peak_11092
chr6	80348333	80348564	RUNX1ChIP_MCF10AOEq0.05_peak_11093
chr6	80490112	80490209	RUNX1ChIP_MCF10AOEq0.05_peak_11094
chr6	80932439	80932569	RUNX1ChIP_MCF10AOEq0.05_peak_11095
chr6	82365123	82365341	RUNX1ChIP_MCF10AOEq0.05_peak_11096
chr6	82365441	82365696	RUNX1ChIP_MCF10AOEq0.05_peak_11097
chr6	82376633	82376790	RUNX1ChIP_MCF10AOEq0.05_peak_11098
chr6	82397173	82397257	RUNX1ChIP_MCF10AOEq0.05_peak_11099
chr6	82712172	82712305	RUNX1ChIP_MCF10AOEq0.05_peak_11100
chr6	82840741	82840829	RUNX1ChIP_MCF10AOEq0.05_peak_11101
chr6	82842837	82843056	RUNX1ChIP_MCF10AOEq0.05_peak_11102
chr6	82877291	82877506	RUNX1ChIP_MCF10AOEq0.05_peak_11103
chr6	82944721	82944930	RUNX1ChIP_MCF10AOEq0.05_peak_11104
chr6	83193257	83193403	RUNX1ChIP_MCF10AOEq0.05_peak_11105
chr6	83442798	83443094	RUNX1ChIP_MCF10AOEq0.05_peak_11106
chr6	83917195	83917295	RUNX1ChIP_MCF10AOEq0.05_peak_11107
chr6	84575478	84575597	RUNX1ChIP_MCF10AOEq0.05_peak_11108
chr6	84582074	84582156	RUNX1ChIP_MCF10AOEq0.05_peak_11109
chr6	84718081	84718209	RUNX1ChIP_MCF10AOEq0.05_peak_11110
chr6	84842623	84842723	RUNX1ChIP_MCF10AOEq0.05_peak_11111
chr6	85058732	85058812	RUNX1ChIP_MCF10AOEq0.05_peak_11112
chr6	85450088	85450294	RUNX1ChIP_MCF10AOEq0.05_peak_11113
chr6	85452780	85452863	RUNX1ChIP_MCF10AOEq0.05_peak_11114
chr6	85461292	85461430	RUNX1ChIP_MCF10AOEq0.05_peak_11115
chr6	85490737	85490902	RUNX1ChIP_MCF10AOEq0.05_peak_11116
chr6	85499078	85499248	RUNX1ChIP_MCF10AOEq0.05_peak_11117
chr6	86235022	86235201	RUNX1ChIP_MCF10AOEq0.05_peak_11118
chr6	86434184	86434287	RUNX1ChIP_MCF10AOEq0.05_peak_11119
chr6	86796533	86796638	RUNX1ChIP_MCF10AOEq0.05_peak_11120
chr6	87731849	87731938	RUNX1ChIP_MCF10AOEq0.05_peak_11121
chr6	87847518	87847648	RUNX1ChIP_MCF10AOEq0.05_peak_11122
chr6	87907699	87907944	RUNX1ChIP_MCF10AOEq0.05_peak_11123
chr6	88004891	88004995	RUNX1ChIP_MCF10AOEq0.05_peak_11124
chr6	88263609	88263731	RUNX1ChIP_MCF10AOEq0.05_peak_11125
chr6	88377138	88377364	RUNX1ChIP_MCF10AOEq0.05_peak_11126
chr6	88730771	88730923	RUNX1ChIP_MCF10AOEq0.05_peak_11127
chr6	88754632	88754724	RUNX1ChIP_MCF10AOEq0.05_peak_11128
chr6	89290292	89290407	RUNX1ChIP_MCF10AOEq0.05_peak_11129
chr6	89298067	89298213	RUNX1ChIP_MCF10AOEq0.05_peak_11130
chr6	89298732	89298831	RUNX1ChIP_MCF10AOEq0.05_peak_11131
chr6	89375613	89375954	RUNX1ChIP_MCF10AOEq0.05_peak_11132
chr6	89929701	89929801	RUNX1ChIP_MCF10AOEq0.05_peak_11133
chr6	89952936	89953059	RUNX1ChIP_MCF10AOEq0.05_peak_11134
chr6	90230962	90231040	RUNX1ChIP_MCF10AOEq0.05_peak_11135
chr6	90369092	90369239	RUNX1ChIP_MCF10AOEq0.05_peak_11136
chr6	90404224	90404365	RUNX1ChIP_MCF10AOEq0.05_peak_11137
chr6	90476044	90476126	RUNX1ChIP_MCF10AOEq0.05_peak_11138
chr6	96689205	96689352	RUNX1ChIP_MCF10AOEq0.05_peak_11139
chr6	97283108	97283218	RUNX1ChIP_MCF10AOEq0.05_peak_11140
chr6	99016337	99016631	RUNX1ChIP_MCF10AOEq0.05_peak_11141
chr6	99115078	99115343	RUNX1ChIP_MCF10AOEq0.05_peak_11142
chr6	99661865	99662063	RUNX1ChIP_MCF10AOEq0.05_peak_11143
chr6	99743974	99744047	RUNX1ChIP_MCF10AOEq0.05_peak_11144
chr6	100172002	100172182	RUNX1ChIP_MCF10AOEq0.05_peak_11145
chr6	100202825	100202940	RUNX1ChIP_MCF10AOEq0.05_peak_11146
chr6	103945885	103946010	RUNX1ChIP_MCF10AOEq0.05_peak_11147
chr6	104318989	104319097	RUNX1ChIP_MCF10AOEq0.05_peak_11148
chr6	104323070	104323174	RUNX1ChIP_MCF10AOEq0.05_peak_11149
chr6	104788541	104788656	RUNX1ChIP_MCF10AOEq0.05_peak_11150
chr6	105324513	105324665	RUNX1ChIP_MCF10AOEq0.05_peak_11151
chr6	105326220	105326411	RUNX1ChIP_MCF10AOEq0.05_peak_11152
chr6	105364519	105364687	RUNX1ChIP_MCF10AOEq0.05_peak_11153
chr6	105373058	105373212	RUNX1ChIP_MCF10AOEq0.05_peak_11154
chr6	105449357	105449518	RUNX1ChIP_MCF10AOEq0.05_peak_11155
chr6	105587345	105587590	RUNX1ChIP_MCF10AOEq0.05_peak_11156
chr6	105688725	105688886	RUNX1ChIP_MCF10AOEq0.05_peak_11157
chr6	106095050	106095202	RUNX1ChIP_MCF10AOEq0.05_peak_11158
chr6	106119638	106119862	RUNX1ChIP_MCF10AOEq0.05_peak_11159
chr6	106200144	106200270	RUNX1ChIP_MCF10AOEq0.05_peak_11160
chr6	106251159	106251240	RUNX1ChIP_MCF10AOEq0.05_peak_11161
chr6	106293278	106293367	RUNX1ChIP_MCF10AOEq0.05_peak_11162
chr6	106799158	106799428	RUNX1ChIP_MCF10AOEq0.05_peak_11163
chr6	106820449	106820704	RUNX1ChIP_MCF10AOEq0.05_peak_11164
chr6	106960973	106961155	RUNX1ChIP_MCF10AOEq0.05_peak_11165
chr6	107062978	107063094	RUNX1ChIP_MCF10AOEq0.05_peak_11166
chr6	107064435	107064648	RUNX1ChIP_MCF10AOEq0.05_peak_11167
chr6	107064896	107064996	RUNX1ChIP_MCF10AOEq0.05_peak_11168
chr6	107065622	107065843	RUNX1ChIP_MCF10AOEq0.05_peak_11169
chr6	107110334	107110492	RUNX1ChIP_MCF10AOEq0.05_peak_11170
chr6	107241874	107242256	RUNX1ChIP_MCF10AOEq0.05_peak_11171
chr6	107304767	107304945	RUNX1ChIP_MCF10AOEq0.05_peak_11172
chr6	107432873	107432982	RUNX1ChIP_MCF10AOEq0.05_peak_11173
chr6	107459514	107459635	RUNX1ChIP_MCF10AOEq0.05_peak_11174
chr6	107813604	107813807	RUNX1ChIP_MCF10AOEq0.05_peak_11175
chr6	107838290	107838417	RUNX1ChIP_MCF10AOEq0.05_peak_11176
chr6	107962788	107962993	RUNX1ChIP_MCF10AOEq0.05_peak_11177
chr6	108592586	108592876	RUNX1ChIP_MCF10AOEq0.05_peak_11178
chr6	108650888	108651048	RUNX1ChIP_MCF10AOEq0.05_peak_11179
chr6	108652527	108652603	RUNX1ChIP_MCF10AOEq0.05_peak_11180
chr6	108689392	108689583	RUNX1ChIP_MCF10AOEq0.05_peak_11181
chr6	108697732	108697969	RUNX1ChIP_MCF10AOEq0.05_peak_11182
chr6	108837365	108837506	RUNX1ChIP_MCF10AOEq0.05_peak_11183
chr6	108837590	108837810	RUNX1ChIP_MCF10AOEq0.05_peak_11184
chr6	108896208	108896317	RUNX1ChIP_MCF10AOEq0.05_peak_11185
chr6	108921669	108921864	RUNX1ChIP_MCF10AOEq0.05_peak_11186
chr6	109346156	109346229	RUNX1ChIP_MCF10AOEq0.05_peak_11187
