# This file is generated by MACS version 2.1.2
# Command line: callpeak -t CHNM36.bam.sorted.bam -c CHNM35.bam.sorted.bam -f BAM -n RUNX1ChIP_MCF10AOEq0.05 -g hs -B -q 0.05
# ARGUMENTS LIST:
# name = RUNX1ChIP_MCF10AOEq0.05
# format = BAM
# ChIP-seq file = ['CHNM36.bam.sorted.bam']
# control file = ['CHNM35.bam.sorted.bam']
# effective genome size = 2.70e+09
# band width = 300
# model fold = [5, 50]
# qvalue cutoff = 5.00e-02
# The maximum gap between significant sites is assigned as the read length/tag size.
# The minimum length of peaks is assigned as the predicted fragment length "d".
# Larger dataset will be scaled towards smaller dataset.
# Range for calculating regional lambda is: 1000 bps and 10000 bps
# Broad region calling is off
# Paired-End mode is off

# tag size is determined as 54 bps
# total tags in treatment: 89501295
# tags after filtering in treatment: 80338845
# maximum duplicate tags at the same position in treatment = 1
# Redundant rate in treatment: 0.10
# total tags in control: 94686274
# tags after filtering in control: 87410774
# maximum duplicate tags at the same position in control = 1
# Redundant rate in control: 0.08
# d = 74
# alternative fragment length(s) may be 74 bps
chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name
chr8	141239160	141239315	156	141239282	19.00	9.76838	4.84426	6.04221	RUNX1ChIP_MCF10AOEq0.05_peak_12678
chr8	141239497	141239826	330	141239660	23.00	11.75065	5.13217	7.84452	RUNX1ChIP_MCF10AOEq0.05_peak_12679
chr8	141318284	141318386	103	141318352	16.00	8.54665	4.71580	4.95311	RUNX1ChIP_MCF10AOEq0.05_peak_12680
chr8	141459918	141459991	74	141459930	14.00	5.12056	3.20761	1.93011	RUNX1ChIP_MCF10AOEq0.05_peak_12681
chr8	141549324	141549718	395	141549523	42.00	37.19547	12.51868	31.84294	RUNX1ChIP_MCF10AOEq0.05_peak_12682
chr8	141980464	141980610	147	141980591	18.00	7.85153	4.06297	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_12683
chr8	142005402	142005627	226	142005454	23.00	14.51604	6.46252	10.38913	RUNX1ChIP_MCF10AOEq0.05_peak_12684
chr8	142025063	142025292	230	142025142	20.00	11.27854	5.42614	7.43792	RUNX1ChIP_MCF10AOEq0.05_peak_12685
chr8	142030016	142030200	185	142030081	26.00	14.30646	5.77369	10.23009	RUNX1ChIP_MCF10AOEq0.05_peak_12686
chr8	142030879	142031115	237	142030923	38.00	22.42166	6.96991	17.79887	RUNX1ChIP_MCF10AOEq0.05_peak_12687
chr8	142031417	142031637	221	142031554	21.00	8.37956	3.93175	4.79183	RUNX1ChIP_MCF10AOEq0.05_peak_12688
chr8	142156159	142156261	103	142156211	14.00	6.62566	3.99224	3.21902	RUNX1ChIP_MCF10AOEq0.05_peak_12689
chr8	142157708	142157892	185	142157776	22.00	12.90711	5.86053	8.92020	RUNX1ChIP_MCF10AOEq0.05_peak_12690
chr8	142224758	142224925	168	142224819	22.00	10.93279	4.91833	7.10079	RUNX1ChIP_MCF10AOEq0.05_peak_12691
chr8	142393833	142394070	238	142393968	23.00	15.22067	6.82500	11.07486	RUNX1ChIP_MCF10AOEq0.05_peak_12692
chr8	142514315	142514421	107	142514375	17.00	9.09758	4.83803	5.43222	RUNX1ChIP_MCF10AOEq0.05_peak_12693
chr8	142649968	142650060	93	142650008	16.00	5.16171	3.03817	1.96247	RUNX1ChIP_MCF10AOEq0.05_peak_12694
chr8	142676892	142677526	635	142677194	64.00	60.88803	16.11551	54.77634	RUNX1ChIP_MCF10AOEq0.05_peak_12695
chr8	142680409	142680582	174	142680528	23.00	11.75065	5.13217	7.84452	RUNX1ChIP_MCF10AOEq0.05_peak_12696
chr8	142785495	142785667	173	142785639	17.00	9.09758	4.83803	5.43222	RUNX1ChIP_MCF10AOEq0.05_peak_12697
chr8	142788521	142788600	80	142788549	20.00	9.35247	4.49065	5.67275	RUNX1ChIP_MCF10AOEq0.05_peak_12698
chr8	142794837	142795163	327	142795060	37.00	24.78629	8.12594	20.02050	RUNX1ChIP_MCF10AOEq0.05_peak_12699
chr8	142838413	142838591	179	142838469	23.00	8.28442	3.68405	4.70045	RUNX1ChIP_MCF10AOEq0.05_peak_12700
chr8	142950715	142951019	305	142950884	19.00	7.02952	3.57432	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_12701
chr8	143026265	143026570	306	143026453	30.00	15.31160	5.54019	11.16045	RUNX1ChIP_MCF10AOEq0.05_peak_12702
chr8	143044765	143044983	219	143044835	21.00	12.50251	5.85529	8.53128	RUNX1ChIP_MCF10AOEq0.05_peak_12703
chr8	143398796	143399108	313	143398986	29.00	20.36635	7.98449	15.86347	RUNX1ChIP_MCF10AOEq0.05_peak_12704
chr8	143484949	143485059	111	143485014	25.00	11.30042	4.64661	7.45746	RUNX1ChIP_MCF10AOEq0.05_peak_12705
chr8	143515581	143515822	242	143515645	31.00	22.48444	8.51678	17.85036	RUNX1ChIP_MCF10AOEq0.05_peak_12706
chr8	143547399	143547473	75	143547439	15.00	7.05278	4.07689	3.58683	RUNX1ChIP_MCF10AOEq0.05_peak_12707
chr8	143553759	143553908	150	143553794	20.00	10.26644	4.92423	6.50663	RUNX1ChIP_MCF10AOEq0.05_peak_12708
chr8	143598744	143598892	149	143598789	17.00	9.16504	4.87367	5.49681	RUNX1ChIP_MCF10AOEq0.05_peak_12709
chr8	143739271	143739437	167	143739386	17.00	9.23330	4.90983	5.56429	RUNX1ChIP_MCF10AOEq0.05_peak_12710
chr8	143878659	143878867	209	143878803	25.00	16.30398	6.91989	12.07201	RUNX1ChIP_MCF10AOEq0.05_peak_12711
chr8	143879719	143879831	113	143879772	24.00	14.98488	6.48248	10.84978	RUNX1ChIP_MCF10AOEq0.05_peak_12712
chr8	143928341	143928819	479	143928437	36.00	31.38576	11.55571	26.26952	RUNX1ChIP_MCF10AOEq0.05_peak_12713
chr8	143936562	143936851	290	143936744	23.00	12.44900	5.45374	8.48999	RUNX1ChIP_MCF10AOEq0.05_peak_12714
chr8	143940524	143940771	248	143940667	17.00	7.13320	3.84913	3.65834	RUNX1ChIP_MCF10AOEq0.05_peak_12715
chr8	143942804	143942949	146	143942922	17.00	7.50333	4.02805	4.00457	RUNX1ChIP_MCF10AOEq0.05_peak_12716
chr8	143943376	143943457	82	143943394	16.00	6.55411	3.69189	3.16332	RUNX1ChIP_MCF10AOEq0.05_peak_12717
chr8	143948474	143948767	294	143948564	25.00	8.26304	3.49760	4.68057	RUNX1ChIP_MCF10AOEq0.05_peak_12718
chr8	143952207	143952749	543	143952485	34.00	26.26898	9.56464	21.43680	RUNX1ChIP_MCF10AOEq0.05_peak_12719
chr8	143956564	143956831	268	143956725	28.00	19.77238	7.93975	15.29463	RUNX1ChIP_MCF10AOEq0.05_peak_12720
chr8	143976068	143976169	102	143976124	14.00	5.12056	3.20761	1.93011	RUNX1ChIP_MCF10AOEq0.05_peak_12721
chr8	143976420	143976718	299	143976469	30.00	22.85367	8.97180	18.20779	RUNX1ChIP_MCF10AOEq0.05_peak_12722
chr8	144063555	144063720	166	144063668	24.00	8.94539	3.83755	5.29677	RUNX1ChIP_MCF10AOEq0.05_peak_12723
chr8	144078427	144078554	128	144078528	19.00	7.02952	3.57432	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_12724
chr8	144149365	144149474	110	144149425	24.00	14.55822	6.27231	10.43083	RUNX1ChIP_MCF10AOEq0.05_peak_12725
chr8	144149978	144150255	278	144150120	31.00	21.56072	8.06987	16.98812	RUNX1ChIP_MCF10AOEq0.05_peak_12726
chr8	144189610	144189939	330	144189777	22.00	10.93279	4.91833	7.10079	RUNX1ChIP_MCF10AOEq0.05_peak_12727
chr8	144355580	144355716	137	144355713	17.00	4.70851	2.76304	1.54483	RUNX1ChIP_MCF10AOEq0.05_peak_12728
chr8	144359209	144359614	406	144359407	42.00	34.39143	11.14987	29.15018	RUNX1ChIP_MCF10AOEq0.05_peak_12729
chr8	144374819	144374915	97	144374862	14.00	6.62566	3.99224	3.21902	RUNX1ChIP_MCF10AOEq0.05_peak_12730
chr8	144517993	144518085	93	144518026	20.00	12.69041	6.16258	8.71007	RUNX1ChIP_MCF10AOEq0.05_peak_12731
chr8	144675443	144675947	505	144675569	65.00	58.04099	14.54809	51.99062	RUNX1ChIP_MCF10AOEq0.05_peak_12732
chr8	144686969	144687084	116	144687048	45.00	11.16387	3.11096	7.32541	RUNX1ChIP_MCF10AOEq0.05_peak_12733
chr8	144687145	144687226	82	144687194	26.00	10.31672	4.14455	6.55438	RUNX1ChIP_MCF10AOEq0.05_peak_12734
chr8	144687473	144687956	484	144687909	35.00	19.66505	6.43377	15.21929	RUNX1ChIP_MCF10AOEq0.05_peak_12735
chr8	144720718	144720835	118	144720777	21.00	10.13314	4.70449	6.37735	RUNX1ChIP_MCF10AOEq0.05_peak_12736
chr8	144779061	144779191	131	144779159	21.00	9.43523	4.38879	5.75416	RUNX1ChIP_MCF10AOEq0.05_peak_12737
chr8	144784913	144785047	135	144785033	14.00	7.06493	4.23288	3.59856	RUNX1ChIP_MCF10AOEq0.05_peak_12738
chr8	144797570	144797699	130	144797580	15.00	6.79184	3.94032	3.37808	RUNX1ChIP_MCF10AOEq0.05_peak_12739
chr8	144836451	144836639	189	144836481	23.00	12.09657	5.29021	8.17972	RUNX1ChIP_MCF10AOEq0.05_peak_12740
chr8	144897897	144898005	109	144897928	18.00	5.25399	2.91654	2.03833	RUNX1ChIP_MCF10AOEq0.05_peak_12741
chr8	145001459	145001625	167	145001587	14.00	5.90644	3.60941	2.59294	RUNX1ChIP_MCF10AOEq0.05_peak_12742
chr9	259869	260092	224	260040	22.00	15.44289	7.18328	11.24790	RUNX1ChIP_MCF10AOEq0.05_peak_12743
chr9	559982	560211	230	560100	29.00	23.06420	9.36950	18.38708	RUNX1ChIP_MCF10AOEq0.05_peak_12744
chr9	711356	711431	76	711401	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_12745
chr9	755864	755948	85	755933	16.00	8.18886	4.52454	4.60940	RUNX1ChIP_MCF10AOEq0.05_peak_12746
chr9	1077676	1077835	160	1077737	17.00	9.00765	4.79069	5.34601	RUNX1ChIP_MCF10AOEq0.05_peak_12747
chr9	1354093	1354183	91	1354170	14.00	7.75966	4.62331	4.24746	RUNX1ChIP_MCF10AOEq0.05_peak_12748
chr9	2127708	2127810	103	2127778	13.00	4.50168	2.99377	1.41348	RUNX1ChIP_MCF10AOEq0.05_peak_12749
chr9	2292155	2292275	121	2292212	24.00	15.32761	6.65374	11.16594	RUNX1ChIP_MCF10AOEq0.05_peak_12750
chr9	2545905	2546154	250	2546007	31.00	22.48444	8.51678	17.85036	RUNX1ChIP_MCF10AOEq0.05_peak_12751
chr9	2570590	2570773	184	2570717	23.00	16.48204	7.49560	12.21562	RUNX1ChIP_MCF10AOEq0.05_peak_12752
chr9	2583449	2583575	127	2583514	17.00	9.62373	5.11875	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_12753
chr9	3434700	3434884	185	3434838	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_12754
chr9	3751232	3751475	244	3751369	35.00	30.15963	11.24340	25.10319	RUNX1ChIP_MCF10AOEq0.05_peak_12755
chr9	3856666	3856857	192	3856729	18.00	10.90770	5.62054	7.08160	RUNX1ChIP_MCF10AOEq0.05_peak_12756
chr9	3910370	3910497	128	3910394	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_12757
chr9	3917084	3917283	200	3917142	17.00	5.76199	3.21688	2.47326	RUNX1ChIP_MCF10AOEq0.05_peak_12758
chr9	4620174	4620285	112	4620243	16.00	7.96808	4.40809	4.40618	RUNX1ChIP_MCF10AOEq0.05_peak_12759
chr9	4782294	4782539	246	4782476	25.00	16.96275	7.25346	12.68704	RUNX1ChIP_MCF10AOEq0.05_peak_12760
chr9	4782610	4782862	253	4782668	21.00	12.40774	5.80699	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_12761
chr9	4837245	4837363	119	4837311	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_12762
chr9	4837993	4838193	201	4838182	16.00	8.11836	4.48722	4.55213	RUNX1ChIP_MCF10AOEq0.05_peak_12763
chr9	4839497	4839731	235	4839670	17.00	10.00257	5.32472	6.25493	RUNX1ChIP_MCF10AOEq0.05_peak_12764
chr9	4904833	4905195	363	4904873	24.00	14.98488	6.48248	10.84978	RUNX1ChIP_MCF10AOEq0.05_peak_12765
chr9	4921390	4921503	114	4921414	17.00	7.13320	3.84913	3.65834	RUNX1ChIP_MCF10AOEq0.05_peak_12766
chr9	4944705	4944927	223	4944769	20.00	13.42037	6.55865	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_12767
chr9	5389214	5389309	96	5389271	15.00	8.69042	4.97323	5.08481	RUNX1ChIP_MCF10AOEq0.05_peak_12768
chr9	5500655	5500825	171	5500744	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_12769
chr9	5844837	5845003	167	5844946	18.00	9.84950	5.05684	6.10580	RUNX1ChIP_MCF10AOEq0.05_peak_12770
chr9	6055440	6055518	79	6055484	13.00	6.99331	4.35158	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_12771
chr9	6086373	6086471	99	6086429	11.00	5.41357	3.72992	2.17258	RUNX1ChIP_MCF10AOEq0.05_peak_12772
chr9	6096767	6096857	91	6096838	16.00	8.18886	4.52454	4.60940	RUNX1ChIP_MCF10AOEq0.05_peak_12773
chr9	6133832	6134015	184	6133893	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_12774
chr9	6226753	6226928	176	6226818	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_12775
chr9	6244930	6245005	76	6244964	13.00	6.77584	4.22649	3.36281	RUNX1ChIP_MCF10AOEq0.05_peak_12776
chr9	6783128	6783355	228	6783236	34.00	25.76032	9.31523	20.94216	RUNX1ChIP_MCF10AOEq0.05_peak_12777
chr9	6938595	6938784	190	6938633	17.00	9.00765	4.79069	5.34601	RUNX1ChIP_MCF10AOEq0.05_peak_12778
chr9	7216017	7216243	227	7216092	27.00	19.93439	8.28290	15.44838	RUNX1ChIP_MCF10AOEq0.05_peak_12779
chr9	7297642	7297796	155	7297699	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_12780
chr9	12889138	12889306	169	12889149	14.00	5.12056	3.20761	1.93011	RUNX1ChIP_MCF10AOEq0.05_peak_12781
chr9	12889423	12889702	280	12889638	24.00	17.05284	7.54730	12.76805	RUNX1ChIP_MCF10AOEq0.05_peak_12782
chr9	13387213	13387300	88	13387268	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_12783
chr9	13413932	13414083	152	13414052	16.00	5.16171	3.03817	1.96247	RUNX1ChIP_MCF10AOEq0.05_peak_12784
chr9	13688409	13688499	91	13688432	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_12785
chr9	13919469	13919673	205	13919631	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_12786
chr9	13942678	13942838	161	13942786	29.00	22.83266	9.24661	18.18718	RUNX1ChIP_MCF10AOEq0.05_peak_12787
chr9	13953024	13953097	74	13953083	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_12788
chr9	13975004	13975175	172	13975131	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_12789
chr9	14081290	14081573	284	14081447	35.00	19.66505	6.43377	15.21929	RUNX1ChIP_MCF10AOEq0.05_peak_12790
chr9	14182453	14182678	226	14182628	20.00	13.42037	6.55865	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_12791
chr9	14309575	14309686	112	14309644	17.00	7.13320	3.84913	3.65834	RUNX1ChIP_MCF10AOEq0.05_peak_12792
chr9	14320412	14320609	198	14320479	20.00	13.42037	6.55865	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_12793
chr9	14326598	14326755	158	14326612	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_12794
chr9	14962378	14962493	116	14962432	20.00	13.42037	6.55865	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_12795
chr9	15422490	15422807	318	15422636	44.00	41.58709	14.05424	36.03931	RUNX1ChIP_MCF10AOEq0.05_peak_12796
chr9	15510854	15510956	103	15510885	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_12797
chr9	15511085	15511343	259	15511205	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_12798
chr9	15972879	15972998	120	15972908	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_12799
chr9	16030609	16030903	295	16030702	34.00	26.30504	9.58245	21.46883	RUNX1ChIP_MCF10AOEq0.05_peak_12800
chr9	16062981	16063175	195	16063049	13.00	5.95113	3.76291	2.63585	RUNX1ChIP_MCF10AOEq0.05_peak_12801
chr9	16144661	16144811	151	16144693	15.00	7.32873	4.22327	3.84791	RUNX1ChIP_MCF10AOEq0.05_peak_12802
chr9	16417174	16417433	260	16417285	24.00	17.53878	7.80791	13.20109	RUNX1ChIP_MCF10AOEq0.05_peak_12803
chr9	16671883	16672041	159	16672008	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_12804
chr9	16743409	16743709	301	16743643	25.00	18.10530	7.84919	13.74996	RUNX1ChIP_MCF10AOEq0.05_peak_12805
chr9	16987093	16987392	300	16987263	20.00	11.90807	5.74947	7.99764	RUNX1ChIP_MCF10AOEq0.05_peak_12806
chr9	17795755	17795980	226	17795849	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_12807
chr9	18260603	18260893	291	18260690	30.00	24.21380	9.68181	19.47198	RUNX1ChIP_MCF10AOEq0.05_peak_12808
chr9	18296651	18296894	244	18296806	32.00	26.55374	10.30645	21.68969	RUNX1ChIP_MCF10AOEq0.05_peak_12809
chr9	18500070	18500373	304	18500288	35.00	26.87710	9.58138	21.99564	RUNX1ChIP_MCF10AOEq0.05_peak_12810
chr9	18525759	18525917	159	18525835	19.00	7.02952	3.57432	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_12811
chr9	18666654	18666742	89	18666704	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_12812
chr9	18669081	18669178	98	18669095	16.00	5.16171	3.03817	1.96247	RUNX1ChIP_MCF10AOEq0.05_peak_12813
chr9	18896588	18896746	159	18896678	22.00	12.70562	5.76069	8.72479	RUNX1ChIP_MCF10AOEq0.05_peak_12814
chr9	18976927	18977154	228	18976996	16.00	8.18886	4.52454	4.60940	RUNX1ChIP_MCF10AOEq0.05_peak_12815
chr9	19161889	19161975	87	19161922	15.00	8.61671	4.93153	5.01241	RUNX1ChIP_MCF10AOEq0.05_peak_12816
chr9	19992769	19992924	156	19992857	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_12817
chr9	19994361	19994447	87	19994377	12.00	6.22087	4.06012	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_12818
chr9	20009773	20010024	252	20009881	26.00	17.29660	7.18604	12.99661	RUNX1ChIP_MCF10AOEq0.05_peak_12819
chr9	20226466	20226589	124	20226502	14.00	6.97769	4.18469	3.55589	RUNX1ChIP_MCF10AOEq0.05_peak_12820
chr9	20280485	20280656	172	20280646	14.00	6.62566	3.99224	3.21902	RUNX1ChIP_MCF10AOEq0.05_peak_12821
chr9	20296643	20296768	126	20296676	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_12822
chr9	20640503	20640576	74	20640573	14.00	6.62566	3.99224	3.21902	RUNX1ChIP_MCF10AOEq0.05_peak_12823
chr9	20872644	20872759	116	20872669	17.00	10.40696	5.54797	6.64143	RUNX1ChIP_MCF10AOEq0.05_peak_12824
chr9	21837586	21837757	172	21837707	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_12825
chr9	22447259	22447402	144	22447287	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_12826
chr9	27154966	27155039	74	27154988	14.00	7.59262	4.52838	4.09036	RUNX1ChIP_MCF10AOEq0.05_peak_12827
chr9	27158974	27159063	90	27159008	14.00	6.62566	3.99224	3.21902	RUNX1ChIP_MCF10AOEq0.05_peak_12828
chr9	27227241	27227456	216	27227310	22.00	15.44289	7.18328	11.24790	RUNX1ChIP_MCF10AOEq0.05_peak_12829
chr9	27349242	27349414	173	27349303	15.00	7.39439	4.25839	3.89968	RUNX1ChIP_MCF10AOEq0.05_peak_12830
chr9	27441624	27441756	133	27441689	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_12831
chr9	27632395	27632507	113	27632456	16.00	9.49962	5.23975	5.81439	RUNX1ChIP_MCF10AOEq0.05_peak_12832
chr9	27676602	27676687	86	27676638	17.00	10.40696	5.54797	6.64143	RUNX1ChIP_MCF10AOEq0.05_peak_12833
chr9	28234654	28234827	174	28234706	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_12834
chr9	31137226	31137495	270	31137353	25.00	17.80633	7.69127	13.46379	RUNX1ChIP_MCF10AOEq0.05_peak_12835
chr9	31908445	31908537	93	31908471	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_12836
chr9	32728350	32728568	219	32728420	24.00	15.32761	6.65374	11.16594	RUNX1ChIP_MCF10AOEq0.05_peak_12837
chr9	33107291	33107378	88	33107341	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_12838
chr9	33117441	33117517	77	33117479	14.00	6.69831	4.03169	3.28862	RUNX1ChIP_MCF10AOEq0.05_peak_12839
chr9	33158971	33159228	258	33159090	28.00	16.08947	6.20138	11.87574	RUNX1ChIP_MCF10AOEq0.05_peak_12840
chr9	33159787	33159899	113	33159848	14.00	5.12056	3.20761	1.93011	RUNX1ChIP_MCF10AOEq0.05_peak_12841
chr9	33161127	33161309	183	33161193	20.00	13.18924	6.43218	9.19641	RUNX1ChIP_MCF10AOEq0.05_peak_12842
chr9	33161717	33161790	74	33161737	16.00	5.16171	3.03817	1.96247	RUNX1ChIP_MCF10AOEq0.05_peak_12843
chr9	33165521	33165875	355	33165750	26.00	16.92330	7.00108	12.64897	RUNX1ChIP_MCF10AOEq0.05_peak_12844
chr9	33227810	33227956	147	33227936	13.00	6.62686	4.14145	3.21902	RUNX1ChIP_MCF10AOEq0.05_peak_12845
chr9	33230823	33230944	122	33230856	14.00	7.27510	4.34975	3.79586	RUNX1ChIP_MCF10AOEq0.05_peak_12846
chr9	33231384	33231579	196	33231493	25.00	17.23554	7.39375	12.94646	RUNX1ChIP_MCF10AOEq0.05_peak_12847
chr9	33290294	33290375	82	33290357	16.00	8.18886	4.52454	4.60940	RUNX1ChIP_MCF10AOEq0.05_peak_12848
chr9	33351798	33351913	116	33351849	23.00	15.47802	6.95961	11.28044	RUNX1ChIP_MCF10AOEq0.05_peak_12849
chr9	33415656	33415729	74	33415676	18.00	7.85153	4.06297	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_12850
chr9	33417206	33417296	91	33417266	15.00	7.39439	4.25839	3.89968	RUNX1ChIP_MCF10AOEq0.05_peak_12851
chr9	33649632	33649758	127	33649693	21.00	12.50251	5.85529	8.53128	RUNX1ChIP_MCF10AOEq0.05_peak_12852
chr9	33735139	33735340	202	33735202	15.00	7.39439	4.25839	3.89968	RUNX1ChIP_MCF10AOEq0.05_peak_12853
chr9	33782603	33782833	231	33782660	28.00	19.32831	7.71834	14.89203	RUNX1ChIP_MCF10AOEq0.05_peak_12854
chr9	33816596	33816726	131	33816611	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_12855
chr9	33836348	33836529	182	33836418	34.00	27.43574	10.14943	22.54231	RUNX1ChIP_MCF10AOEq0.05_peak_12856
chr9	34198065	34198148	84	34198107	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_12857
chr9	34377102	34377289	188	34377245	17.00	5.76199	3.21688	2.47326	RUNX1ChIP_MCF10AOEq0.05_peak_12858
chr9	34499201	34499360	160	34499292	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_12859
chr9	34563418	34563571	154	34563442	18.00	9.84950	5.05684	6.10580	RUNX1ChIP_MCF10AOEq0.05_peak_12860
chr9	34650338	34650508	171	34650446	17.00	9.00765	4.79069	5.34601	RUNX1ChIP_MCF10AOEq0.05_peak_12861
chr9	34650929	34651067	139	34651016	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_12862
chr9	35647068	35647337	270	35647213	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_12863
chr9	35728322	35728457	136	35728391	20.00	9.35247	4.49065	5.67275	RUNX1ChIP_MCF10AOEq0.05_peak_12864
chr9	35729731	35729959	229	35729851	43.00	24.13643	6.75409	19.42427	RUNX1ChIP_MCF10AOEq0.05_peak_12865
chr9	35730241	35730337	97	35730290	16.00	7.02322	3.92370	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_12866
chr9	35812012	35812189	178	35812129	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_12867
chr9	36148750	36148871	122	36148810	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_12868
chr9	36166678	36166906	229	36166777	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_12869
chr9	36337114	36337363	250	36337236	27.00	15.19042	5.98753	11.04654	RUNX1ChIP_MCF10AOEq0.05_peak_12870
chr9	36537976	36538180	205	36538020	20.00	13.42037	6.55865	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_12871
chr9	36543933	36544304	372	36544002	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_12872
chr9	36548707	36548780	74	36548762	12.00	6.22087	4.06012	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_12873
chr9	36903906	36903990	85	36903944	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_12874
chr9	36924089	36924175	87	36924140	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_12875
chr9	37412808	37413035	228	37412891	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_12876
chr9	37413471	37413580	110	37413523	17.00	7.13320	3.84913	3.65834	RUNX1ChIP_MCF10AOEq0.05_peak_12877
chr9	37800645	37800781	137	37800696	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_12878
chr9	37904279	37904382	104	37904339	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_12879
chr9	37908795	37909024	230	37908901	26.00	19.70236	8.43255	15.22614	RUNX1ChIP_MCF10AOEq0.05_peak_12880
chr9	37944298	37944430	133	37944341	23.00	14.36812	6.38759	10.28034	RUNX1ChIP_MCF10AOEq0.05_peak_12881
chr9	37945309	37945390	82	37945353	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_12882
chr9	37965795	37965979	185	37965906	30.00	24.21380	9.68181	19.47198	RUNX1ChIP_MCF10AOEq0.05_peak_12883
